LAST SEEN   TYPE      REASON                           OBJECT                                                                           MESSAGE
13m         Normal    Killing                          pod/bench-kubebuilder-1784137300-80-consumer-7b78f767c4-q6dqv                    Stopping container consumer
13m         Normal    Killing                          pod/bench-kubebuilder-1784137300-79-consumer-58f8dc786b-drj67                    Stopping container consumer
13m         Normal    Killing                          pod/bench-kubebuilder-1784137300-8-consumer-8c8b8b7cb-6gnhx                      Stopping container consumer
13m         Normal    Killing                          pod/bench-kubebuilder-1784137300-83-consumer-68bb5779f4-nm49d                    Stopping container consumer
13m         Normal    Killing                          pod/bench-kubebuilder-1784137300-81-consumer-86d4c97dc8-nqdsh                    Stopping container consumer
13m         Normal    Killing                          pod/bench-kubebuilder-1784137300-82-consumer-598cdd68b-kmz8p                     Stopping container consumer
13m         Normal    Killing                          pod/bench-kubebuilder-1784137300-85-consumer-7c9b45f6bb-4hw7g                    Stopping container consumer
13m         Normal    Killing                          pod/bench-kubebuilder-1784137300-86-consumer-58f47d5cf4-h2qcs                    Stopping container consumer
13m         Normal    Killing                          pod/bench-kubebuilder-1784137300-88-consumer-7555847486-kg4bh                    Stopping container consumer
13m         Normal    Killing                          pod/bench-kubebuilder-1784137300-87-consumer-6b9c6cf7c8-m9c9p                    Stopping container consumer
13m         Normal    Killing                          pod/bench-kubebuilder-1784137300-84-consumer-69fc4548d6-fmbl7                    Stopping container consumer
13m         Normal    Killing                          pod/bench-kubebuilder-1784137300-92-consumer-5b96d78446-nx7kr                    Stopping container consumer
13m         Normal    Killing                          pod/bench-kubebuilder-1784137300-94-consumer-6db9d7bf74-txnn5                    Stopping container consumer
13m         Normal    Killing                          pod/bench-kubebuilder-1784137300-89-consumer-775cb9b894-jk6kb                    Stopping container consumer
13m         Normal    Killing                          pod/bench-kubebuilder-1784137300-93-consumer-5745bbc858-jlnq5                    Stopping container consumer
13m         Normal    Killing                          pod/bench-kubebuilder-1784137300-9-consumer-58b8f49474-bdklp                     Stopping container consumer
13m         Normal    Killing                          pod/bench-kubebuilder-1784137300-90-consumer-6bf76cc8f4-qcdjx                    Stopping container consumer
13m         Normal    Killing                          pod/bench-kubebuilder-1784137300-91-consumer-d88d7975d-d4d7k                     Stopping container consumer
13m         Normal    Killing                          pod/bench-kubebuilder-1784137300-99-consumer-57994d7bdb-rccns                    Stopping container consumer
13m         Normal    Killing                          pod/bench-kubebuilder-1784137300-97-consumer-76686dd59d-qvlsm                    Stopping container consumer
13m         Normal    Killing                          pod/bench-kubebuilder-1784137300-95-consumer-794d5dfddb-dj7kq                    Stopping container consumer
13m         Normal    Killing                          pod/bench-kubebuilder-1784137300-96-consumer-568c5844fd-s8mrh                    Stopping container consumer
13m         Normal    Killing                          pod/bench-kubebuilder-1784137300-98-consumer-5bf557bb54-599qb                    Stopping container consumer
2m50s       Warning   Failed                           pod/kafka-client                                                                 Error: ImagePullBackOff
2m50s       Normal    BackOff                          pod/kafka-client                                                                 Back-off pulling image "bitnami/kafka:latest"
9s          Normal    SuccessfulCreate                 replicaset/datastream-sample-consumer-75788b87b6                                 Created pod: datastream-sample-consumer-75788b87b6-4r58v
9s          Normal    ScalingReplicaSet                deployment/datastream-sample-consumer                                            Scaled up replica set datastream-sample-consumer-75788b87b6 from 0 to 2
9s          Normal    SuccessfulCreate                 replicaset/datastream-sample-consumer-75788b87b6                                 Created pod: datastream-sample-consumer-75788b87b6-8qzjz
8s          Normal    Created                          pod/datastream-sample-consumer-75788b87b6-8qzjz                                  Container created
8s          Normal    Pulled                           pod/datastream-sample-consumer-75788b87b6-8qzjz                                  Container image "alpine:3.20" already present on machine and can be accessed by the pod
8s          Normal    Created                          pod/datastream-sample-consumer-75788b87b6-4r58v                                  Container created
8s          Normal    Pulled                           pod/datastream-sample-consumer-75788b87b6-4r58v                                  Container image "alpine:3.20" already present on machine and can be accessed by the pod
8s          Normal    Started                          pod/datastream-sample-consumer-75788b87b6-4r58v                                  Container started
8s          Normal    Started                          pod/datastream-sample-consumer-75788b87b6-8qzjz                                  Container started
4s          Normal    Killing                          pod/datastream-sample-consumer-75788b87b6-8qzjz                                  Stopping container consumer
4s          Normal    Killing                          pod/datastream-sample-consumer-75788b87b6-4r58v                                  Stopping container consumer
2s          Normal    SuccessfulCreate                 replicaset/datastream-sample-consumer-75788b87b6                                 Created pod: datastream-sample-consumer-75788b87b6-4c57h
2s          Normal    ScalingReplicaSet                deployment/datastream-sample-consumer                                            Scaled up replica set datastream-sample-consumer-75788b87b6 from 0 to 2
2s          Normal    SuccessfulCreate                 replicaset/datastream-sample-consumer-75788b87b6                                 Created pod: datastream-sample-consumer-75788b87b6-gp99r
1s          Normal    Pulled                           pod/datastream-sample-consumer-75788b87b6-4c57h                                  Container image "alpine:3.20" already present on machine and can be accessed by the pod
1s          Normal    Started                          pod/datastream-sample-consumer-75788b87b6-4c57h                                  Container started
1s          Normal    Created                          pod/datastream-sample-consumer-75788b87b6-4c57h                                  Container created
1s          Normal    Started                          pod/datastream-sample-consumer-75788b87b6-gp99r                                  Container started
1s          Normal    Created                          pod/datastream-sample-consumer-75788b87b6-gp99r                                  Container created
1s          Normal    Pulled                           pod/datastream-sample-consumer-75788b87b6-gp99r                                  Container image "alpine:3.20" already present on machine and can be accessed by the pod
